id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
C06870,Martha Ana Gómez Mejía,40.0,M,Cusco,Santiago,2024-11-01,Web,Familiar
C06871,Mayra Ángela Escobar,28.0,F,Trujillo,Trujillo,2022-08-23,Tienda,Familiar
C06872,Maira Zambrano Mosquera,45.0,M,Piura,Castilla,2024-09-24,Tienda,Consumidor
C06873,Julieth Alejandra García,35.0,M,Arequipa,Cayma,2025-05-17,Tienda,Familiar
C06874,Arturo Henry Díaz,31.0,F,Cusco,Cusco,2022-09-13,Tienda,Consumidor
C06875,Marcela Estefanía Díaz Álvarez,45.0,F,Lima,Comas,2024-07-12,Tienda,Premium
C06876,Alberto Henao Galeano,45.0,M,Lima,Comas,2024-06-05,Web,Consumidor
C06877,Camilo Espinosa,53.0,F,Lima,San Isidro,2024-01-19,Web,Familiar
C06878,Edwar Juan López Morales,31.0,F,Trujillo,El Porvenir,2024-02-20,Tienda,Premium
C06879,Fernanda Erazo Camargo,39.0,M,Lima,San Juan de Lurigancho,2025-05-03,Tienda,Consumidor
C06880,César Carvajal Muñoz,35.0,F,Trujillo,El Porvenir,2022-10-06,Tienda,Familiar
C06881,Beatriz Arenas,21.0,M,Arequipa,José Luis B. y Rivero,2023-07-08,Tienda,Consumidor
C06882,Jenny Janneth Salazar Acosta,50.0,M,Piura,Castilla,2023-04-18,Tienda,Consumidor
C06883,Fanny Vargas,35.0,M,Lima,San Miguel,2023-12-26,Web,Consumidor
C06884,Luz López López,47.0,M,Lima,La Molina,2022-02-21,App,Premium
C06885,Rubiela Restrepo Marín,32.0,M,Lima,San Isidro,2023-03-27,Web,Consumidor
C06886,Elena Piedad Osorio,58.0,F,Lima,San Juan de Lurigancho,2024-03-22,Tienda,Consumidor
C06887,Gloria Angélica Sánchez Mora,35.0,M,Trujillo,La Esperanza,2022-07-15,Tienda,Consumidor
C06888,Rosa Agudelo,42.0,M,Cusco,San Sebastián,2023-10-20,App,Consumidor
C06889,Sandra Bermúdez García,24.0,F,Arequipa,José Luis B. y Rivero,2023-06-25,Web,Consumidor
C06890,Luis Murillo,47.0,F,Lima,La Molina,2024-02-21,Tienda,Consumidor
C06891,Yaneth Díaz Torres,,M,Lima,San Isidro,2025-08-17,Web,Familiar
C06892,Angie González Barrera,30.0,F,Lima,Santiago de Surco,2023-09-16,Tienda,Consumidor
C06893,Alexander Cerón,32.0,F,Arequipa,Cayma,2022-11-08,Tienda,Familiar
C06894,Cecilia Mosquera Pérez,44.0,F,Lima,La Molina,2022-04-13,Web,Familiar
C06895,Vanessa Graciela González Navarro,18.0,F,Lima,Miraflores,2025-07-14,Tienda,Consumidor
C06896,Edilberto González,35.0,F,Lima,Comas,2022-05-24,Tienda,Familiar
C06897,Wilmer Vásquez,50.0,M,Arequipa,Cercado,2024-11-15,Web,Consumidor
C06898,Augusto Fernando Arango,,F,Trujillo,Víctor Larco,2025-01-02,Tienda,Premium
C06899,Agustín Felix Martínez,18.0,F,Lima,,2022-11-04,Tienda,Consumidor
C06900,Joel Silva,43.0,F,Lima,Comas,2025-01-22,Tienda,Consumidor
C06901,Jhon Enrique Pineda Martínez,44.0,M,Lima,San Juan de Lurigancho,2022-10-10,App,Consumidor
C06902,Liceth García,39.0,M,Arequipa,Cayma,2025-05-28,Tienda,Consumidor
C06903,Enrique Morales Perea,46.0,F,Lima,San Isidro,2023-05-06,Tienda,Familiar
C06904,Esther Hernández Portilla,34.0,M,Trujillo,La Esperanza,2023-10-07,Tienda,Familiar
C06905,Tulio Montoya,52.0,M,Lima,Santiago de Surco,2023-06-03,Tienda,Consumidor
C06906,Alonso Valencia,58.0,F,Lima,San Juan de Lurigancho,2025-05-12,Tienda,Familiar
C06907,Adrián Álvarez García,49.0,M,Arequipa,José Luis B. y Rivero,2025-09-11,Tienda,Familiar
C06908,Natalia Esperanza Córdoba Garzón,32.0,M,Lima,San Miguel,2024-06-28,Tienda,Familiar
C06909,Eduardo Sebastián Salgado,48.0,M,Piura,Castilla,2023-09-01,App,Familiar
C06910,Stella Hernández,28.0,M,Lima,Ate,2025-09-08,App,Familiar
C06911,Sergio Perdomo González,37.0,M,Lima,Ate,2025-02-17,Tienda,Consumidor
C06912,Cristhian Acosta Silva,41.0,F,Arequipa,José Luis B. y Rivero,2025-03-02,Tienda,Consumidor
C06913,José Dubán López Arias,44.0,M,Arequipa,Paucarpata,2022-09-28,Tienda,Familiar
C06914,Jorge Castrillón Loaiza,51.0,M,Lima,San Isidro,2024-03-05,Tienda,Familiar
C06915,Margarita Herrera Medina,34.0,M,Lima,San Isidro,2025-06-01,App,Consumidor
C06916,Stella Inés Espinosa,40.0,F,Lima,Los Olivos,2024-02-11,Tienda,Consumidor
C06917,Daniela García Castro,41.0,F,Lima,Miraflores,2022-07-18,App,Consumidor
C06918,Laura María Castro,48.0,M,Lima,Ate,2025-06-12,Web,Consumidor
C06919,Carmen Inés Gómez Rangel,24.0,F,Trujillo,Víctor Larco,2025-06-14,Tienda,Consumidor
C06920,Nelly Bertha Osorio Suárez,22.0,F,Piura,Castilla,2024-10-09,Tienda,Familiar
C06921,Carlos Álvarez Velasco,49.0,F,Lima,San Isidro,2024-02-21,Tienda,Consumidor
C06922,Camilo Trujillo,38.0,M,Lima,Miraflores,2022-06-24,Tienda,Consumidor
C06923,Luz María Ortega,36.0,F,Lima,Ate,2022-01-01,Tienda,Consumidor
C06924,Jhon Leonardo Yepes,34.0,M,Lima,Miraflores,2024-03-22,Tienda,Consumidor
C06925,Antonio Arley Ávila,47.0,M,Piura,Piura,2022-11-01,App,Consumidor
C06926,Albeiro Camilo Romero Mesa,34.0,F,Lima,Los Olivos,2022-06-27,App,Consumidor
C06927,Ligia Pinzón Romero,51.0,F,Cusco,Cusco,2023-08-10,Web,Familiar
C06928,Lucía Amparo Gómez,42.0,F,Arequipa,Paucarpata,2022-03-21,App,Premium
C06929,Eugenia Dayana Castro Garzón,30.0,M,Lima,Jesús María,2024-08-23,Web,Premium
C06930,Brandon Pérez Vallejo,40.0,M,Lima,Miraflores,2025-09-02,Web,Premium
C06931,Sandra Lucy López Bernal,47.0,F,Lima,San Juan de Lurigancho,2024-03-05,Web,Familiar
C06932,Vladimir Soto,38.0,M,Arequipa,Paucarpata,2025-01-04,Tienda,Consumidor
C06933,Martín Enrique Durán,33.0,M,Lima,La Molina,2023-07-23,Web,Consumidor
C06934,Ángel Alberto Riascos Gutiérrez,51.0,M,Cusco,Cusco,2023-01-25,Tienda,Consumidor
C06935,Margoth Edilma Suárez,52.0,F,Arequipa,Paucarpata,2023-03-16,Web,Consumidor
C06936,Óscar Pérez Gutiérrez,18.0,F,Lima,San Juan de Lurigancho,2023-06-16,Tienda,Consumidor
C06937,Felipe Orozco,23.0,M,Lima,,2022-03-20,App,Consumidor
C06938,Olga Alejandra Ortega,46.0,F,Lima,San Juan de Lurigancho,2025-02-02,App,Consumidor
C06939,Nelson Luis Sánchez,50.0,M,Lima,Comas,2024-03-03,Tienda,Premium
C06940,Fernando Ricardo Herrera,18.0,M,Lima,La Molina,2024-05-18,Tienda,Consumidor
C06941,Gloria Jiménez Rodríguez,24.0,F,Cusco,Santiago,2024-11-14,Tienda,Premium
C06942,David José Gómez,36.0,F,Cusco,San Sebastián,2024-11-01,Tienda,Premium
C06943,Hilda Riascos Toro,31.0,M,Lima,Santiago de Surco,2023-02-26,App,Consumidor
C06944,Rafael González Pérez,40.0,M,Cusco,Santiago,2025-02-07,App,Premium
C06945,María Hernández,44.0,M,Lima,Santiago de Surco,2023-06-22,Tienda,Consumidor
C06946,Mauricio Rafael Medina Espitia,26.0,M,Lima,Santiago de Surco,2022-05-07,App,Consumidor
C06947,Silvia Medina Guevara,22.0,F,Lima,Santiago de Surco,2022-06-10,Web,Consumidor
C06948,Andrés Julio Escobar,34.0,F,Lima,San Miguel,2022-02-21,Tienda,Consumidor
C06949,Lorena Ocampo Torres,20.0,M,Trujillo,La Esperanza,2023-07-13,Web,Consumidor
C06950,Gloria Gisela Jaramillo Ríos,48.0,F,Cusco,San Sebastián,2023-03-08,Tienda,Familiar
C06951,Alexis Bernal,43.0,M,Piura,Piura,2022-02-17,Tienda,Consumidor
C06952,Gloria Bernal Angulo,41.0,M,Trujillo,El Porvenir,2025-09-18,Tienda,Consumidor
C06953,José Mejía,39.0,F,Lima,Ate,2023-07-18,Web,Consumidor
C06954,Johana Soto Arango,41.0,M,Piura,Castilla,2022-09-14,Tienda,Familiar
C06955,Lida Moreno Herrera,39.0,M,Trujillo,Víctor Larco,2025-08-30,Web,Familiar
C06956,Camilo Vargas Zambrano,22.0,M,Trujillo,La Esperanza,2022-04-30,Web,Consumidor
C06957,Omar Morales,31.0,M,Lima,San Isidro,2024-01-13,Web,Consumidor
C06958,Aura Mejía,50.0,F,Lima,San Miguel,2022-10-16,App,Familiar
C06959,Ricardo Rojas Guzmán,57.0,M,Arequipa,Yanahuara,2022-05-26,Tienda,Premium
C06960,Inés Miryam Monroy Sánchez,38.0,M,Cusco,Wanchaq,2022-01-09,Tienda,Familiar
C06961,Luz Bustamante Delgado,47.0,F,Lima,Ate,2023-11-16,App,Consumidor
C06962,Nelcy Bonilla Restrepo,56.0,,Lima,La Molina,2023-05-19,Web,Familiar
C06963,Carlos Erazo Rodríguez,42.0,F,Lima,La Molina,2025-04-27,Tienda,Consumidor
C06964,Andrés Julián Pulido,51.0,F,Lima,Ate,2025-02-23,Tienda,Premium
C06965,Cindy Vega Guerra,36.0,M,Cusco,Wanchaq,2024-06-05,Tienda,Consumidor
C06966,Antonio Orlando Salazar Gutiérrez,40.0,M,Piura,Piura,2022-01-21,Web,Consumidor
C06967,Fernando Carlos Ríos,18.0,M,Lima,Miraflores,2022-12-09,Tienda,Familiar
C06968,Elías Velandia,46.0,F,Arequipa,Yanahuara,2025-02-15,App,Familiar
C06969,Andrés Duarte,28.0,F,Lima,La Molina,2022-08-05,Web,Familiar
C06970,Lucía Cecilia Suárez,48.0,F,Arequipa,Cayma,2024-06-15,Web,Premium
C06971,Diego Rincón,40.0,F,Arequipa,Paucarpata,2022-12-12,Tienda,Consumidor
C06972,Marina Olga Martínez,41.0,M,Lima,Los Olivos,2025-02-03,Tienda,Familiar
C06973,Katerine Calderón Torres,56.0,M,Piura,Piura,2023-12-05,Tienda,Familiar
C06974,Javier Sanabria Ariza,18.0,M,Lima,Miraflores,2024-12-30,Tienda,Consumidor
C06975,Víctor Nicolás Arrieta Rico,45.0,F,Lima,La Molina,2023-11-27,Web,Consumidor
C06976,Luz Yenny Galeano Angulo,40.0,F,Lima,La Molina,2025-03-25,App,Premium
C06977,Fernando Gómez,50.0,F,Lima,Ate,2024-07-03,Web,Consumidor
C06978,Ancizar Castro,33.0,F,Arequipa,Yanahuara,2023-12-26,Web,Familiar
C06979,Mariela Rosa Giraldo,35.0,F,Lima,Los Olivos,2025-05-20,Web,Familiar
C06980,Hernán Díaz,34.0,F,Piura,Castilla,2025-03-06,Tienda,Consumidor
C06981,Claudia Moreno,49.0,M,Trujillo,El Porvenir,2022-06-04,Tienda,Consumidor
C06982,Carlos Antonio García,48.0,F,Lima,Santiago de Surco,2024-11-23,Tienda,Premium
C06983,Jesús Marín Rico,37.0,F,Trujillo,Víctor Larco,2025-01-26,Tienda,Consumidor
C06984,Leonardo Arley Guzmán,39.0,M,Cusco,Santiago,2023-01-31,App,Familiar
C06985,César Puentes,53.0,F,Lima,Comas,2025-03-20,Web,Familiar
C06986,Julián Francisco Niño,61.0,F,Trujillo,La Esperanza,2024-02-22,Tienda,Consumidor
C06987,Camilo David Cortés,33.0,M,Arequipa,Cayma,2022-01-29,App,Consumidor
C06988,María Peña García,30.0,M,Trujillo,Trujillo,2022-10-09,App,Consumidor
C06989,María Sánchez Ospino,28.0,M,Lima,La Molina,2022-12-24,Tienda,Familiar
C06990,Alejandro Pedro Romero Garcés,47.0,M,Trujillo,El Porvenir,2023-09-25,Tienda,Consumidor
C06991,Alexander Cardona,18.0,M,Lima,Jesús María,2024-02-21,Web,Familiar
C06992,Fernanda Martínez,22.0,F,Trujillo,Trujillo,2023-06-14,Tienda,Premium
C06993,Camilo Enrique Hernández,36.0,M,Trujillo,La Esperanza,2024-12-28,Tienda,Premium
C06994,Doris Álvarez Hernández,42.0,M,Lima,Jesús María,2023-02-16,Tienda,Consumidor
C06995,Cristina Sánchez González,44.0,M,Lima,San Juan de Lurigancho,2023-07-11,Tienda,Consumidor
C06996,Jader Carmona,56.0,M,Arequipa,Yanahuara,2022-09-01,App,Consumidor
C06997,Isabel Valencia Obando,52.0,F,Piura,Veintiséis de Octubre,2024-03-27,Web,Consumidor
C06998,José Rojas Corredor,35.0,F,Lima,Los Olivos,2022-03-29,Tienda,Consumidor
C06999,Patricia María Moreno,55.0,F,Lima,San Isidro,2023-08-22,Tienda,Consumidor
C07000,Edilson Hernández Pérez,26.0,M,Lima,Comas,2022-06-14,Tienda,Consumidor
C07001,Hernán Javier Meneses,18.0,F,Arequipa,Paucarpata,2025-09-15,Tienda,Consumidor
C07002,Fernando Salazar,27.0,F,Lima,San Isidro,2022-08-02,App,Premium
C07003,Laura Guerra,47.0,F,Lima,Santiago de Surco,2024-07-10,App,Consumidor
C07004,Francisco Dario Guevara,45.0,M,Piura,Veintiséis de Octubre,2024-03-17,Tienda,Consumidor
C07005,Walter Calderón Mena,,M,Lima,San Miguel,2023-10-20,Tienda,Consumidor
C07006,Carmen Daniela Peña Vera,72.0,F,Trujillo,El Porvenir,2022-09-26,Tienda,Consumidor
C07007,Yuli Sonia Barrios Hoyos,42.0,M,Arequipa,Cayma,2024-02-22,Tienda,Consumidor
C07008,Luz Sandra Giraldo Serna,29.0,F,Piura,Veintiséis de Octubre,2022-01-06,App,Consumidor
C07009,Antonio Velásquez,55.0,M,Cusco,Cusco,2024-11-27,Tienda,Consumidor
C07010,Jair Rodríguez,38.0,M,Lima,Los Olivos,2023-05-26,Web,Familiar
C07011,Ricardo Jaime Carvajal,27.0,M,Piura,Castilla,2025-04-16,App,Familiar
C07012,Jairo Garzón Álvarez,33.0,,Lima,Ate,2022-01-30,Web,Familiar
C07013,Dolores Rodríguez,40.0,M,Lima,Jesús María,2024-12-27,Tienda,Consumidor
C07014,Johana Rengifo,42.0,M,Trujillo,El Porvenir,2022-10-13,App,Consumidor
C07015,María González Gaitán,32.0,F,Cusco,Wanchaq,2023-01-04,Tienda,Premium
C07016,María Beltrán Hoyos,36.0,M,Piura,Castilla,2025-03-25,Tienda,Consumidor
C07017,Yamile Camila Perea Rodríguez,18.0,M,Lima,Comas,2025-06-25,Tienda,Consumidor
C07018,Esperanza Patricia Ortiz Silva,19.0,F,Piura,Veintiséis de Octubre,2025-01-30,Web,Consumidor
C07019,María Ramírez,47.0,M,Lima,Ate,2025-08-04,Web,Familiar
C07020,Constanza María Hernández,29.0,F,Cusco,Cusco,2022-09-28,Web,Consumidor
C07021,Paola Vanegas Caballero,47.0,M,Arequipa,Cayma,2025-02-18,Tienda,Familiar
C07022,Jorge Gutiérrez Jaimes,41.0,F,Arequipa,Yanahuara,2025-04-23,App,Familiar
C07023,Luz Ariza Vargas,31.0,M,Lima,Ate,2024-11-23,App,Familiar
C07024,Vanessa Mary Sánchez,33.0,M,Lima,Ate,2024-03-28,Web,Consumidor
C07025,Diego Tovar,19.0,M,Lima,Los Olivos,2022-04-07,App,Familiar
C07026,Armando Álvaro Vera León,50.0,M,Piura,Castilla,2023-10-14,Tienda,Consumidor
C07027,Javier Kevin Gallego Martínez,41.0,F,Lima,Los Olivos,2022-10-29,App,Consumidor
C07028,Kevin Rodríguez,37.0,M,Lima,Miraflores,2024-04-01,Tienda,Premium
C07029,Nelson García Sierra,26.0,F,Lima,Los Olivos,2024-02-03,Tienda,Familiar
C07030,Rafael David Rodríguez,40.0,M,Arequipa,Paucarpata,2022-02-11,App,Consumidor
C07031,Tulio Soto,50.0,F,Cusco,Wanchaq,2024-02-23,Web,Premium
C07032,Anderson Barrera Mora,45.0,F,Trujillo,Trujillo,2024-05-08,Web,Familiar
C07033,Alfonso Camilo Cuesta Ayala,51.0,F,Lima,San Miguel,2025-07-14,Web,Familiar
C07034,Elisa Sandra Rojas,45.0,F,Lima,San Juan de Lurigancho,2024-09-23,App,Consumidor
C07035,Paula Ángela Medina Muñoz,39.0,M,Cusco,Wanchaq,2024-12-13,App,Premium
C07036,Marisol García,35.0,F,Cusco,Santiago,2023-03-03,Tienda,Premium
C07037,Azucena Valentina Guerra,20.0,M,Arequipa,José Luis B. y Rivero,2023-12-04,App,Consumidor
C07038,Gloria Lucero Flórez Sánchez,27.0,F,Lima,Los Olivos,2022-12-05,Tienda,Premium
C07039,Martín Rojas Castro,45.0,M,Trujillo,La Esperanza,2024-02-28,Web,Premium
C07040,Carolina Helena Vásquez Arango,47.0,M,Lima,Miraflores,2023-11-21,App,Consumidor
C07041,Felipe Peña Bautista,32.0,M,Lima,Los Olivos,2024-06-14,Tienda,Premium
C07042,Gloria Navarro,35.0,F,Trujillo,Víctor Larco,2023-01-15,App,Premium
C07043,Adriana Luisa Romero Gómez,42.0,F,Arequipa,Cayma,2025-02-12,Web,Premium
C07044,Victoria López,40.0,F,Lima,Jesús María,2024-05-12,Web,Familiar
C07045,Jesús García,34.0,M,Lima,Comas,2023-11-18,Tienda,Consumidor
C07046,Daniela Sánchez,34.0,F,Trujillo,El Porvenir,2025-05-05,App,Familiar
C07047,Sneider Córdoba,45.0,F,Piura,Piura,2022-05-03,Web,Consumidor
C07048,Juan Eduardo Rodríguez Carmona,43.0,F,Arequipa,Paucarpata,2022-03-08,App,Consumidor
C07049,Norbey Peña Ramírez,37.0,M,Lima,Los Olivos,2024-03-09,Tienda,Consumidor
C07050,Jeisson Barragán,,M,Arequipa,Paucarpata,2022-03-23,App,Premium
C07051,Irma Ojeda,18.0,F,Piura,Veintiséis de Octubre,2022-03-17,Web,Familiar
C07052,Marcela Rueda Uribe,52.0,F,Piura,Veintiséis de Octubre,2025-04-08,Tienda,Premium
C07053,Jairo Hernández Ávila,20.0,M,Trujillo,La Esperanza,2023-07-29,Tienda,Consumidor
C07054,Camila Martha Morales Castañeda,36.0,F,Cusco,Cusco,2024-03-18,Tienda,Familiar
C07055,Tatiana Rodríguez Castañeda,32.0,M,Lima,San Miguel,2023-09-30,Tienda,Familiar
C07056,Arturo Gaviria,35.0,F,Lima,Jesús María,2023-09-18,Tienda,Premium
C07057,Ruth Cano,25.0,M,Cusco,Cusco,2023-03-18,App,Consumidor
C07058,Mauricio Castrillón,31.0,F,Lima,San Isidro,2025-05-30,Tienda,Consumidor
C07059,Verónica Herrera López,29.0,M,Lima,Miraflores,2024-04-21,App,Consumidor
C07060,Andrés Ernesto Méndez Delgado,47.0,F,Arequipa,Paucarpata,2023-08-19,Tienda,Consumidor
C07061,Óscar Jean Chacón,21.0,F,Lima,Comas,2023-04-23,Web,Consumidor
C07062,Janeth Díaz,47.0,M,Piura,Veintiséis de Octubre,2022-02-14,Web,Consumidor
C07063,Hernando Juan Jaramillo,30.0,F,Piura,Veintiséis de Octubre,2022-06-07,App,Consumidor
C07064,Mireya Cardona Sánchez,36.0,F,Trujillo,Víctor Larco,2024-05-30,Tienda,Premium
C07065,Esther Cristina Fonseca Giraldo,48.0,,Piura,Piura,2024-07-23,App,Consumidor
C07066,Alexander Martínez,58.0,M,Arequipa,Yanahuara,2023-12-13,Tienda,Familiar
C07067,Enrique Manuel Muñoz,31.0,M,Trujillo,Víctor Larco,2024-05-31,Tienda,Consumidor
C07068,Rocío Eugenia Gómez,18.0,F,Cusco,Wanchaq,2022-06-26,Web,Consumidor
C07069,Alberto Rodríguez,49.0,F,Piura,Piura,2023-10-08,Tienda,Consumidor
C07070,Ingrid López Gómez,32.0,M,Cusco,Cusco,2024-05-23,App,Consumidor
C07071,Elsa Mejía Ramírez,51.0,F,Arequipa,Paucarpata,2022-10-07,Tienda,Consumidor
C07072,Mariela Molina,51.0,F,Piura,Piura,2025-07-08,Tienda,Familiar
C07073,Magaly González,48.0,M,Piura,Castilla,2023-02-08,Tienda,Familiar
C07074,Lizeth Muñoz,44.0,M,Arequipa,José Luis B. y Rivero,2025-08-25,Tienda,Familiar
C07075,Jair Rodríguez,32.0,M,Lima,San Juan de Lurigancho,2024-02-21,Tienda,Consumidor
C07076,Doris Angie Rentería,34.0,M,Trujillo,La Esperanza,2022-07-05,Tienda,Consumidor
C07077,Reinel Hurtado Cabrera,42.0,F,Lima,Santiago de Surco,2024-04-10,Web,Consumidor
C07078,María Angélica Luna,18.0,F,Lima,Jesús María,2023-07-23,Tienda,Consumidor
C07079,Liceth Arango Muñoz,49.0,M,Trujillo,Víctor Larco,2024-04-30,App,Consumidor
C07080,Alcides Lozano,31.0,M,Lima,San Juan de Lurigancho,2025-04-21,Tienda,Familiar
C07081,Óscar Ramírez,46.0,M,Piura,Veintiséis de Octubre,2024-01-02,Tienda,Consumidor
C07082,Tulia Rubiela Valencia Trujillo,25.0,F,Piura,Piura,2022-12-14,Tienda,Familiar
C07083,Víctor Espinosa,29.0,F,Lima,Los Olivos,2024-12-08,Web,Consumidor
C07084,Diego Edwin Forero,31.0,M,Lima,La Molina,2022-10-23,Tienda,Familiar
C07085,Jair Murillo,35.0,F,Lima,San Miguel,2025-03-03,Web,Consumidor
C07086,Jorge Carlos Rodríguez,55.0,F,Lima,Santiago de Surco,2024-02-13,Web,Consumidor
C07087,Jhon Reyes,29.0,M,Arequipa,José Luis B. y Rivero,2023-12-21,Web,Familiar
C07088,Luis Meneses,60.0,F,Piura,Piura,2024-09-24,App,Premium
C07089,Miguel Velásquez Ayala,65.0,F,Lima,Santiago de Surco,2022-04-19,Tienda,Premium
C07090,Ángel Ortiz Fernández,30.0,M,Lima,Miraflores,2024-02-02,Tienda,Consumidor
C07091,Esteban Rodrigo Contreras Caicedo,45.0,M,Lima,Ate,2023-10-03,Web,Consumidor
C07092,Martha Granados Vergara,29.0,F,Trujillo,El Porvenir,2024-02-20,Tienda,Familiar
C07093,Roger Hernando Manrique Hernández,35.0,M,Lima,San Juan de Lurigancho,2024-11-28,Tienda,Consumidor
C07094,Eduardo Salazar,24.0,F,Cusco,San Sebastián,2023-08-15,App,Consumidor
C07095,Rosa Diana Nieto,41.0,M,Trujillo,Trujillo,2024-01-15,App,Familiar
C07096,Humberto Ferney Villamizar Hernández,43.0,M,Lima,San Miguel,2025-03-17,Tienda,Familiar
C07097,Carmen Parra Gómez,41.0,F,Lima,La Molina,2025-06-26,App,Consumidor
C07098,Elizabeth Patricia Montoya,44.0,F,Lima,Jesús María,2023-02-16,Web,Consumidor
C07099,Daniel Mosquera,32.0,F,Cusco,Cusco,2022-08-30,Tienda,Consumidor
C07100,Luis Hernández Bedoya,23.0,M,Arequipa,Yanahuara,2025-04-17,Web,Consumidor
C07101,Gustavo Jaime Aguirre,44.0,F,Piura,Castilla,2025-06-04,Web,Familiar
C07102,Alejandra Rodríguez Vargas,23.0,F,Trujillo,Víctor Larco,2022-09-25,Tienda,Consumidor
C07103,Rosario Vera,37.0,F,Lima,Comas,2023-03-11,Web,Consumidor
C07104,Luz Rentería,50.0,M,Lima,Jesús María,2025-08-03,Tienda,Familiar
C07105,Diana García,51.0,F,Lima,Ate,2024-08-13,Tienda,Familiar
C07106,Blanca Ríos Muñoz,46.0,M,Arequipa,Paucarpata,2024-11-17,App,Familiar
C07107,José Eduardo Mendoza Cruz,49.0,F,Piura,Piura,2022-06-16,Tienda,Consumidor
C07108,Henry Diego Castaño,19.0,F,Trujillo,La Esperanza,2025-04-09,Tienda,Premium
C07109,Alfonso Alexander Ortega Hernández,45.0,M,Piura,Veintiséis de Octubre,2023-09-08,Tienda,Consumidor
C07110,Mary Esther Paz,40.0,,Lima,La Molina,2023-06-21,App,Consumidor
C07111,Jorge Jiménez,43.0,M,Lima,La Molina,2022-02-26,Tienda,Consumidor
C07112,Pablo Enrique Mena,31.0,F,Arequipa,Cayma,2023-06-12,Web,Consumidor
C07113,José Rentería,39.0,M,Lima,Jesús María,2025-07-13,Web,Consumidor
C07114,Dora López Padilla,28.0,M,Trujillo,El Porvenir,2023-01-10,Tienda,Premium
C07115,Antonio Guillermo Rangel,27.0,M,Cusco,Wanchaq,2023-12-18,Tienda,Familiar
C07116,Óscar Mendoza,21.0,M,Cusco,Cusco,2023-08-12,Tienda,Consumidor
C07117,Karen Morales,30.0,M,Trujillo,El Porvenir,2022-01-30,Web,Consumidor
C07118,María Vergara Ramírez,25.0,M,Trujillo,El Porvenir,2025-02-20,Tienda,Familiar
C07119,Óscar Camacho,23.0,M,Arequipa,Cercado,2025-02-28,Tienda,Familiar
C07120,Josefina Jiménez,47.0,F,Lima,Ate,2022-10-09,Tienda,Familiar
C07121,Viviana Omaira Pulido Flórez,44.0,F,Cusco,San Sebastián,2025-06-09,Web,Familiar
C07122,Alejandro Esteban Gutiérrez Rivera,26.0,M,Lima,Comas,2023-09-22,Tienda,Familiar
C07123,Mayra Cárdenas Zapata,,M,Arequipa,José Luis B. y Rivero,2023-10-31,Tienda,Consumidor
C07124,Jorge Peña,29.0,M,Lima,Los Olivos,2022-08-24,Tienda,Familiar
C07125,Mauricio Alfredo Valencia,37.0,F,Arequipa,Cayma,2024-05-23,Tienda,Consumidor
C07126,Andrea Dora Vega Acosta,42.0,M,Trujillo,El Porvenir,2022-06-07,App,Consumidor
C07127,Ruby Yeny Arango,40.0,F,Arequipa,Paucarpata,2022-07-24,Tienda,Premium
C07128,Marcela Castillo,28.0,M,Lima,San Miguel,2023-10-21,Tienda,Consumidor
C07129,Marcela Sierra Muñoz,48.0,F,Arequipa,Cercado,2025-09-26,Tienda,Familiar
C07130,Javier Cortés Chacón,37.0,F,Lima,Los Olivos,2024-07-03,Tienda,Consumidor
C07131,Antonia Sierra,32.0,M,Cusco,San Sebastián,2024-05-04,Tienda,Familiar
C07132,Francisco Fredy Jiménez González,18.0,F,Cusco,Wanchaq,2025-07-31,Tienda,Consumidor
C07133,Juan David Gil,28.0,,Lima,Santiago de Surco,2023-05-09,Web,Consumidor
C07134,Gabriel Ángel Narváez,45.0,F,Arequipa,Cayma,2024-06-04,Tienda,Familiar
C07135,Samuel Castrillón,43.0,M,Lima,Santiago de Surco,2023-10-18,Tienda,Familiar
C07136,María Consuelo Cardona,49.0,M,Lima,Miraflores,2024-01-10,App,Consumidor
C07137,María Valentina Marín,24.0,M,Lima,San Juan de Lurigancho,2022-10-03,App,Consumidor
C07138,Jaime Álvaro Buitrago Moreno,38.0,F,Lima,Ate,2024-04-09,Tienda,Familiar
C07139,Carmen Josefa Salazar,48.0,F,Lima,Santiago de Surco,2022-01-10,Tienda,Consumidor
C07140,César Castellanos Vanegas,32.0,M,Lima,San Isidro,2023-06-25,Tienda,Familiar
C07141,Santiago Luis Palacios,41.0,F,Lima,La Molina,2024-09-29,Web,Consumidor
C07142,Hugo Mejía,24.0,F,Lima,San Juan de Lurigancho,2024-07-20,Web,Familiar
C07143,Dora Rodríguez Quintero,32.0,M,Lima,Jesús María,2022-01-07,App,Familiar
C07144,Alfonso Leider Jiménez García,45.0,F,Arequipa,Cayma,2022-07-24,Tienda,Consumidor
C07145,Alexander Jorge Orjuela Corredor,45.0,F,Cusco,San Sebastián,2025-02-26,Web,Consumidor
C07146,Andrea Marín Restrepo,47.0,M,Cusco,Wanchaq,2024-01-21,App,Familiar
C07147,Luz Londoño,65.0,M,Piura,Piura,2022-10-02,Web,Familiar
C07148,Edgar Peña,38.0,F,Cusco,Cusco,2025-02-17,Tienda,Consumidor
C07149,Gladys Navarro,36.0,F,Lima,San Miguel,2024-10-14,Web,Consumidor
C07150,Jesús León Vera,,F,Piura,Castilla,2023-03-18,Tienda,Familiar
